year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2023,6,poultry,layer,deep litter,1395,4,Bauchi,need-to-build,steel-structure,1702,0,2121466,86544,20839,11.5,standard,LaSota + Gumboro (IBD),weekly,medium,high,none,3022,86,0,5506541,2123469,-3383072,-61.44
2023,9,cattle,beef,mixed,72,22,Bauchi,need-to-build,block-concrete,93,2,5677609,223061,23964,1.6,minimal,CBPP vaccine only,quarterly,low,high,occasional,3903,0,0,10492637,69129936,58637299,558.84
2023,4,cattle,beef,intensive,61,19,Bauchi,need-to-build,wooden,75,2,1791250,106195,31865,3.6,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,low,regular,2495,0,0,4407850,36678995,32271145,732.13
2023,4,poultry,broiler,battery cage,1290,6,Bayelsa,need-to-build,block-concrete,1366,2,1682866,56803,9460,2.3,basic,LaSota (Newcastle),quarterly,low,medium,none,2274,102,0,3849249,6305179,2455930,63.8
2023,3,poultry,broiler,extensive,589,10,Bayelsa,need-to-build,steel-structure,742,0,598564,50529,27931,2.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,low,none,3010,53,0,2254660,3806749,1552089,68.84
2023,7,poultry,layer,battery cage,1508,6,Bayelsa,existing,existing,1842,2,2536053,64173,25427,10.9,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,medium,none,3016,47,0,3314055,1894515,-1419540,-42.83
2023,6,poultry,layer,extensive,642,9,Bayelsa,existing,existing,756,1,927022,83664,21770,9.0,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,medium,none,1766,45,0,1431459,1183046,-248414,-17.35
2023,11,cattle,beef,mixed,97,24,Bayelsa,need-to-build,wooden,121,1,6131464,169520,60069,2.1,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,medium,none,3360,0,0,10790704,79768920,68978216,639.24
2023,7,cattle,beef,intensive,10,12,Bayelsa,need-to-build,steel-structure,10,2,941451,57071,24697,3.7,standard,CBPP + FMD (Foot & Mouth),monthly,medium,medium,none,2218,0,0,1858174,5339835,3481661,187.37
2023,8,poultry,broiler,deep litter,1943,5,Benue,need-to-build,wooden,2257,0,3178492,78102,5333,3.3,basic,LaSota (Newcastle),weekly,medium,medium,none,2880,107,0,5645016,11904590,6259574,110.89
2023,4,poultry,broiler,battery cage,627,11,Benue,need-to-build,steel-structure,710,3,1021947,38894,8138,6.7,minimal,LaSota (Newcastle),monthly,low,medium,none,2589,100,0,2669083,3331992,662909,24.84
2023,7,poultry,layer,semi-intensive,1548,12,Benue,existing,existing,1758,2,2419669,32713,6935,9.8,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,1773,66,0,3165979,5529332,2363353,74.65
2023,12,poultry,layer,deep litter,937,3,Benue,need-to-build,wooden,1042,4,1560791,16788,26036,8.3,minimal,LaSota (Newcastle),quarterly,high,medium,none,1552,53,0,2891990,683087,-2208903,-76.38
2023,4,cattle,beef,intensive,98,21,Benue,need-to-build,wooden,110,1,3405720,157946,50020,4.0,basic,CBPP vaccine only,monthly,medium,low,occasional,2455,0,0,7986593,57741600,49755007,622.98
2023,8,cattle,beef,mixed,38,18,Benue,not-required,existing,47,4,2434521,161372,63363,1.8,basic,CBPP vaccine only,quarterly,low,low,occasional,4098,0,0,2683082,38230242,35547160,1324.86
2023,5,poultry,broiler,semi-intensive,1162,9,Borno,need-to-build,wooden,1392,1,1705926,68737,12492,2.2,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,medium,none,2980,65,0,3299266,7450474,4151209,125.82
2023,2,poultry,broiler,deep litter,761,8,Borno,existing,existing,810,3,1108513,57191,24494,10.2,basic,LaSota (Newcastle),monthly,medium,high,none,1583,62,0,1489880,2379932,890052,59.74
2023,7,poultry,layer,semi-intensive,892,8,Borno,need-to-build,block-concrete,1011,3,810132,48523,10442,3.9,minimal,LaSota (Newcastle),quarterly,medium,medium,none,2485,47,0,2256514,1611559,-644955,-28.58
2023,4,poultry,layer,deep litter,1991,11,Borno,need-to-build,wooden,2201,4,3016582,13684,15251,6.9,basic,LaSota (Newcastle),quarterly,low,high,none,2699,66,0,5141005,6728644,1587640,30.88
2023,9,cattle,beef,extensive,73,12,Borno,existing,existing,82,4,6789157,90838,15463,2.7,minimal,CBPP vaccine only,quarterly,low,high,none,2850,0,0,6936154,50608162,43672008,629.63
2023,9,cattle,beef,intensive,69,18,Borno,need-to-build,wooden,84,1,1668801,163536,42228,2.1,basic,CBPP vaccine only,weekly,low,low,regular,2009,0,0,4593212,33927490,29334278,638.64
2023,7,poultry,broiler,deep litter,206,3,Cross River,need-to-build,wooden,257,0,289864,92093,7658,9.2,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,2413,70,0,701190,992963,291773,41.61
2023,5,poultry,broiler,deep litter,668,6,Cross River,need-to-build,wooden,780,0,998766,53937,14331,3.9,standard,LaSota + Gumboro (IBD),monthly,high,high,none,1678,108,0,1941446,2369815,428369,22.06
2023,8,poultry,layer,battery cage,833,2,Cross River,need-to-build,steel-structure,1025,3,1313874,74668,19822,11.5,standard,LaSota + Gumboro (IBD),quarterly,high,high,none,2398,46,0,3708277,339114,-3369163,-90.86
2023,8,poultry,layer,semi-intensive,730,4,Cross River,existing,existing,913,0,839438,94063,24635,7.2,standard,LaSota + Gumboro (IBD),monthly,high,low,none,1665,71,0,1311456,961965,-349491,-26.65
2023,9,cattle,beef,extensive,99,16,Cross River,existing,existing,121,0,8760408,131381,8572,2.3,basic,CBPP vaccine only,weekly,medium,medium,occasional,3634,0,0,8968424,87872846,78904422,879.8
2023,8,cattle,beef,extensive,95,21,Cross River,not-required,existing,105,4,12984901,52707,14316,5.2,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,low,occasional,3656,0,0,13241069,82314840,69073771,521.66
2023,1,poultry,broiler,battery cage,454,9,Delta,existing,existing,510,0,622567,67131,22288,10.7,basic,LaSota (Newcastle),quarterly,high,low,none,1748,102,0,881782,1559091,677309,76.81
2023,1,poultry,broiler,semi-intensive,1120,7,Delta,need-to-build,steel-structure,1204,1,1560052,31180,25337,2.6,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,2601,78,0,4641129,6242234,1601105,34.5
2023,8,poultry,layer,battery cage,386,10,Delta,need-to-build,wooden,466,2,426827,19466,37715,5.6,basic,LaSota (Newcastle),monthly,high,high,none,2003,56,0,1002020,1020275,18255,1.82
2023,9,poultry,layer,extensive,1267,4,Delta,existing,existing,1613,2,2116111,43158,4882,8.0,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,1826,63,0,2742536,1468706,-1273830,-46.45
2023,7,cattle,beef,mixed,74,12,Delta,existing,existing,91,4,7927746,100756,23435,1.3,standard,CBPP + FMD (Foot & Mouth),monthly,high,medium,occasional,2178,0,0,8146361,39769191,31622830,388.18
2023,10,cattle,beef,extensive,99,21,Delta,existing,existing,103,1,5038006,85379,61931,0.5,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,high,regular,3447,0,0,5374802,84886684,79511882,1479.35
2023,8,poultry,broiler,battery cage,1097,9,Ebonyi,need-to-build,steel-structure,1253,3,1508692,23750,23501,4.6,minimal,LaSota (Newcastle),monthly,low,low,none,2100,69,0,4355487,4835006,479519,11.01
2023,5,poultry,broiler,battery cage,390,12,Ebonyi,need-to-build,steel-structure,440,1,554414,55530,31304,10.2,standard,LaSota + Gumboro (IBD),quarterly,low,high,none,2558,81,0,1602208,1970898,368690,23.01
2023,6,poultry,layer,semi-intensive,1541,8,Ebonyi,existing,existing,1545,4,2709668,93834,17442,7.2,basic,LaSota (Newcastle),weekly,medium,medium,none,1806,93,0,3710872,5319779,1608907,43.36
2023,8,poultry,layer,semi-intensive,722,3,Ebonyi,need-to-build,block-concrete,872,4,1052110,16608,13776,11.1,standard,LaSota + Gumboro (IBD),quarterly,low,low,none,2251,47,0,2361156,452510,-1908646,-80.84
2023,5,cattle,beef,mixed,65,20,Ebonyi,need-to-build,wooden,76,3,6354471,165032,14249,4.6,standard,CBPP + FMD (Foot & Mouth),quarterly,low,high,none,2840,0,0,9453097,44027100,34574003,365.74
2023,12,cattle,beef,intensive,58,9,Ebonyi,existing,existing,61,3,1843077,56589,39671,4.0,basic,CBPP vaccine only,quarterly,high,low,none,4359,0,0,1982083,60677280,58695197,2961.29
2023,10,poultry,broiler,battery cage,1904,11,Edo,need-to-build,steel-structure,2190,0,2476044,85165,27235,11.3,minimal,LaSota (Newcastle),monthly,high,medium,none,1636,98,0,7594060,6078502,-1515558,-19.96
2023,12,poultry,broiler,deep litter,614,11,Edo,existing,existing,635,4,908217,85541,36491,5.5,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,2002,81,0,1374703,2555565,1180862,85.9
2023,8,poultry,layer,deep litter,1930,3,Edo,existing,existing,2146,0,2789206,96082,30545,3.0,minimal,LaSota (Newcastle),quarterly,medium,low,none,2711,58,0,3372278,1628727,-1743551,-51.7
2023,2,poultry,layer,battery cage,1580,4,Edo,need-to-build,wooden,1998,3,1780760,25721,15160,8.8,basic,LaSota (Newcastle),monthly,high,high,none,1876,56,0,4011521,1613875,-2397646,-59.77
2023,3,cattle,beef,intensive,67,17,Edo,not-required,existing,67,2,6506763,141821,44692,2.4,standard,CBPP + FMD (Foot & Mouth),monthly,high,medium,occasional,3984,0,0,6772872,65130432,58357560,861.64
2023,10,cattle,beef,mixed,60,17,Edo,not-required,existing,61,2,6218158,154911,56174,1.6,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,none,3891,0,0,6546723,57431160,50884437,777.25
2023,4,poultry,broiler,deep litter,1938,3,Ekiti,existing,existing,2345,3,2794309,45487,17287,2.5,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,2414,46,0,3997596,10035022,6037426,151.03
2023,11,poultry,broiler,extensive,735,7,Ekiti,existing,existing,835,1,900987,53548,10748,11.0,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,1572,97,0,1280598,2262312,981714,76.66
2023,10,poultry,layer,battery cage,567,7,Ekiti,need-to-build,block-concrete,638,3,985157,88551,30424,4.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,2878,77,0,2176896,1462358,-714538,-32.82
2023,5,poultry,layer,battery cage,1938,6,Ekiti,existing,existing,2383,4,2112451,42151,37133,9.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,2981,64,0,3140386,3374911,234525,7.47
2023,6,cattle,beef,mixed,23,12,Ekiti,existing,existing,24,2,1047948,240578,33461,2.2,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,low,medium,none,3717,0,0,1359684,20902550,19542866,1437.31
2023,9,cattle,beef,intensive,65,23,Ekiti,not-required,existing,79,3,8298675,194762,56260,4.3,standard,CBPP + FMD (Foot & Mouth),weekly,medium,low,occasional,3673,0,0,8627990,57119741,48491752,562.03
2023,2,poultry,broiler,extensive,1633,7,Enugu,need-to-build,steel-structure,2066,3,2288272,43320,27243,7.6,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,2981,46,0,7065141,9895616,2830475,40.06
2023,3,poultry,broiler,deep litter,1300,11,Enugu,need-to-build,wooden,1466,1,1475159,31758,19247,2.5,basic,LaSota (Newcastle),monthly,medium,medium,none,2044,87,0,3034814,5699694,2664880,87.81
2023,5,poultry,layer,deep litter,584,8,Enugu,existing,existing,698,1,810801,22823,31892,5.4,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,2054,92,0,1173868,2033068,859200,73.19
2023,7,poultry,layer,extensive,1455,9,Enugu,existing,existing,1505,3,2191303,49764,6259,8.2,minimal,LaSota (Newcastle),weekly,medium,low,none,2171,93,0,3023568,5589863,2566294,84.88
2023,8,cattle,beef,extensive,19,11,Enugu,need-to-build,steel-structure,20,3,641650,34684,63009,5.3,standard,CBPP + FMD (Foot & Mouth),monthly,high,medium,regular,3676,0,0,2331296,16535567,14204271,609.29
2023,9,cattle,beef,intensive,20,21,Enugu,need-to-build,block-concrete,24,0,2042804,94063,27738,5.4,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,low,medium,occasional,2658,0,0,3626725,12572340,8945615,246.66
2023,9,poultry,broiler,extensive,85,9,FCT Abuja,need-to-build,block-concrete,87,0,107532,16871,29589,7.6,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,1909,50,0,309670,329852,20183,6.52
2023,12,poultry,broiler,semi-intensive,757,9,FCT Abuja,existing,existing,941,4,773119,41592,5706,7.3,basic,LaSota (Newcastle),quarterly,medium,medium,none,2445,92,0,1132680,3774654,2641975,233.25
2023,2,poultry,layer,semi-intensive,1949,12,FCT Abuja,need-to-build,block-concrete,2202,3,3355742,35647,26664,1.2,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,low,none,2851,99,0,7373548,11438135,4064587,55.12
2023,2,poultry,layer,battery cage,1471,2,FCT Abuja,need-to-build,steel-structure,1491,3,2515878,37176,27890,3.4,basic,LaSota (Newcastle),quarterly,medium,medium,none,1816,77,0,6359208,1094159,-5265048,-82.79
2023,7,cattle,beef,extensive,31,6,FCT Abuja,need-to-build,steel-structure,33,1,2383598,224242,44913,2.0,basic,CBPP vaccine only,quarterly,medium,medium,none,2165,0,0,5226110,16443175,11217066,214.64
2023,12,cattle,beef,mixed,96,20,FCT Abuja,not-required,existing,105,3,5934412,127148,61950,4.0,standard,CBPP + FMD (Foot & Mouth),weekly,low,high,occasional,1956,0,0,6232278,45066240,38833962,623.11
2023,6,poultry,broiler,extensive,481,10,Gombe,existing,existing,530,3,429564,76039,32911,3.8,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,2478,81,0,845921,2522575,1676654,198.2
2023,4,poultry,broiler,extensive,1431,9,Gombe,existing,existing,1848,1,1408360,38479,16821,7.9,standard,LaSota + Gumboro (IBD),monthly,medium,medium,none,3019,46,0,1979965,8753567,6773602,342.11
2023,9,poultry,layer,battery cage,825,11,Gombe,existing,existing,1068,0,836864,20400,12555,5.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,2824,95,0,1288176,4077851,2789675,216.56
2023,7,poultry,layer,semi-intensive,704,7,Gombe,existing,existing,899,2,867347,28987,15994,6.5,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,medium,none,2664,63,0,1218836,1451419,232584,19.08
2023,3,cattle,beef,extensive,64,11,Gombe,not-required,existing,75,0,5541184,236516,28111,2.6,basic,CBPP vaccine only,monthly,medium,low,regular,3500,0,0,5844390,54544000,48699610,833.27
2023,3,cattle,beef,intensive,46,13,Gombe,existing,existing,56,4,4125395,231745,8415,3.9,minimal,CBPP vaccine only,quarterly,high,high,occasional,3413,0,0,4402189,37718769,33316580,756.82
2023,7,poultry,broiler,battery cage,408,9,Imo,existing,existing,462,2,424282,16383,24096,2.5,basic,LaSota (Newcastle),weekly,medium,medium,none,2222,89,0,664477,1944606,1280129,192.65
2023,4,poultry,broiler,deep litter,1695,11,Imo,need-to-build,wooden,2201,1,2934223,14337,5502,6.1,basic,LaSota (Newcastle),monthly,high,high,none,2545,101,0,5154172,8911396,3757224,72.9
2023,7,poultry,layer,deep litter,1515,11,Imo,existing,existing,1680,3,2346802,38725,17985,6.3,minimal,LaSota (Newcastle),monthly,medium,high,none,2761,95,0,3045114,7417175,4372060,143.58
2023,12,poultry,layer,battery cage,1784,6,Imo,existing,existing,1960,1,2668032,25851,12689,5.0,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,2257,61,0,3442472,3101484,-340988,-9.91
2023,12,cattle,beef,extensive,48,15,Imo,not-required,existing,50,3,3625436,95417,24149,2.3,minimal,CBPP vaccine only,monthly,high,medium,none,2013,0,0,3783018,23600412,19817394,523.85
2023,9,cattle,beef,extensive,96,15,Imo,need-to-build,steel-structure,119,1,5674521,205565,47132,3.6,standard,CBPP + FMD (Foot & Mouth),weekly,low,medium,regular,2307,0,0,13952818,53374752,39421934,282.54
2023,3,poultry,broiler,semi-intensive,1354,5,Jigawa,existing,existing,1563,1,1315724,13005,14800,7.4,basic,LaSota (Newcastle),quarterly,medium,medium,none,2295,101,0,1692049,6330456,4638408,274.13
2023,8,poultry,broiler,semi-intensive,1121,7,Jigawa,need-to-build,block-concrete,1196,1,1342777,48410,15271,10.6,basic,LaSota (Newcastle),monthly,high,low,none,2533,48,0,3241311,5584715,2343404,72.3
2023,4,poultry,layer,deep litter,1381,5,Jigawa,need-to-build,block-concrete,1753,3,1800741,13015,26266,7.3,basic,LaSota (Newcastle),weekly,medium,high,none,2756,96,0,4188551,3072449,-1116102,-26.65
2023,12,poultry,layer,extensive,1332,3,Jigawa,need-to-build,steel-structure,1510,0,2028394,75612,20008,4.0,basic,LaSota (Newcastle),monthly,high,low,none,1658,97,0,5212656,1860538,-3352118,-64.31
2023,9,cattle,beef,mixed,88,13,Jigawa,existing,existing,107,3,10467937,85637,21361,1.5,basic,CBPP vaccine only,weekly,medium,high,none,3764,0,0,10638436,81565880,70927444,666.71
2023,2,cattle,beef,intensive,36,24,Jigawa,not-required,existing,38,3,2701964,195450,23464,3.1,basic,CBPP vaccine only,quarterly,medium,low,none,3494,0,0,2941628,30471174,27529546,935.86
2023,2,poultry,broiler,deep litter,1160,11,Kaduna,existing,existing,1430,4,1458094,55740,29713,6.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,low,none,1706,103,0,2335943,4075074,1739131,74.45
2023,4,poultry,broiler,semi-intensive,1058,12,Kaduna,existing,existing,1145,2,1290360,83477,12864,6.6,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,medium,none,2828,60,0,2016317,6148011,4131694,204.91
2023,9,poultry,layer,battery cage,1048,2,Kaduna,need-to-build,steel-structure,1155,3,1039984,69148,24067,6.5,standard,LaSota + Gumboro (IBD),quarterly,medium,low,none,1680,101,0,3581746,989679,-2592067,-72.37
2023,11,poultry,layer,battery cage,679,10,Kaduna,need-to-build,block-concrete,718,4,906590,81685,10182,6.2,basic,LaSota (Newcastle),weekly,low,low,none,2538,65,0,2140318,2069931,-70386,-3.29
2023,7,cattle,beef,extensive,71,21,Kaduna,not-required,existing,89,4,7039457,86408,54667,4.8,basic,CBPP vaccine only,weekly,high,high,none,3093,0,0,7243481,52265514,45022033,621.55
2023,5,cattle,beef,extensive,100,16,Kaduna,need-to-build,block-concrete,112,3,9745462,30248,55030,3.6,standard,CBPP + FMD (Foot & Mouth),weekly,medium,medium,regular,2062,0,0,16244400,49694200,33449800,205.92
2023,11,poultry,broiler,battery cage,477,12,Kano,need-to-build,block-concrete,565,2,553736,40788,20619,1.3,basic,LaSota (Newcastle),monthly,medium,low,none,2637,97,0,1359168,2731293,1372126,100.95
2023,8,poultry,broiler,battery cage,716,9,Kano,need-to-build,wooden,737,3,1064736,48638,12279,8.6,standard,LaSota + Gumboro (IBD),weekly,low,low,none,2441,69,0,1991068,3514388,1523320,76.51
2023,11,poultry,layer,extensive,1941,6,Kano,existing,existing,2028,3,2677187,36447,27135,2.5,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,2154,54,0,3846751,3065810,-780941,-20.3
2023,5,poultry,layer,battery cage,721,11,Kano,need-to-build,steel-structure,880,4,965024,22638,26975,10.0,basic,LaSota (Newcastle),quarterly,low,medium,none,2833,90,0,2645885,3212055,566170,21.4
2023,6,cattle,beef,extensive,34,20,Kano,need-to-build,block-concrete,35,1,3115653,83421,45256,4.2,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,low,occasional,1982,0,0,5437346,16139426,10702080,196.83
2023,7,cattle,beef,intensive,70,17,Kano,existing,existing,80,4,1747436,136417,47829,2.9,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,low,regular,3881,0,0,2063198,65947892,63884694,3096.39
2023,10,poultry,broiler,deep litter,1207,3,Katsina,existing,existing,1276,4,1471511,75978,21094,2.7,standard,LaSota + Gumboro (IBD),quarterly,low,high,none,2236,87,0,2029029,5777163,3748133,184.73
2023,2,poultry,broiler,battery cage,1382,7,Katsina,existing,existing,1390,1,1522211,51689,24655,8.1,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,medium,none,2758,73,0,2226398,7706204,5479806,246.13
2023,10,poultry,layer,deep litter,67,5,Katsina,need-to-build,block-concrete,82,1,68489,62704,13673,3.8,standard,LaSota + Gumboro (IBD),weekly,high,medium,none,2220,88,0,264702,141799,-122903,-46.43
2023,10,poultry,layer,battery cage,1633,4,Katsina,existing,existing,2100,2,1451688,57256,29220,3.0,standard,LaSota + Gumboro (IBD),quarterly,high,low,none,2698,80,0,2317758,2534416,216658,9.35
2023,6,cattle,beef,extensive,25,19,Katsina,need-to-build,wooden,32,1,612209,215942,55254,4.7,standard,CBPP + FMD (Foot & Mouth),weekly,high,low,none,2230,0,0,1879895,13282438,11402542,606.55
2023,1,cattle,beef,intensive,62,20,Katsina,need-to-build,wooden,72,1,4981164,55585,56517,4.7,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,low,occasional,3179,0,0,7603299,46958598,39355300,517.61
2023,9,poultry,broiler,extensive,1566,11,Kebbi,need-to-build,steel-structure,2009,2,1587482,18911,19083,5.6,minimal,LaSota (Newcastle),weekly,low,low,none,2250,78,0,5258095,7317605,2059510,39.17
2023,1,poultry,broiler,deep litter,776,7,Kebbi,need-to-build,wooden,979,3,1018885,29306,24914,11.4,minimal,LaSota (Newcastle),monthly,medium,medium,none,2506,97,0,1942070,3790523,1848454,95.18
2023,1,poultry,layer,deep litter,338,5,Kebbi,existing,existing,359,4,413245,22619,17970,1.1,standard,LaSota + Gumboro (IBD),quarterly,high,medium,none,1598,83,0,644939,693635,48696,7.55
2023,12,poultry,layer,battery cage,908,4,Kebbi,existing,existing,952,4,1247553,72890,9322,11.6,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,2845,51,0,1887095,818725,-1068370,-56.61
2023,8,cattle,beef,extensive,84,16,Kebbi,existing,existing,85,0,9237376,36328,51576,2.3,basic,CBPP vaccine only,monthly,medium,high,occasional,4186,0,0,9371295,85884162,76512867,816.46
2023,7,cattle,beef,intensive,16,19,Kebbi,existing,existing,20,0,1085777,117435,52904,5.8,basic,CBPP vaccine only,weekly,low,low,occasional,3015,0,0,1265423,11360520,10095097,797.76
2023,11,poultry,broiler,semi-intensive,312,7,Kogi,need-to-build,steel-structure,400,0,430102,76015,9762,6.3,minimal,LaSota (Newcastle),monthly,medium,medium,none,1866,53,0,1201593,1200131,-1462,-0.12
2023,4,poultry,broiler,extensive,628,11,Kogi,existing,existing,725,1,625678,61566,13733,3.5,minimal,LaSota (Newcastle),quarterly,low,high,none,2986,88,0,823110,3981067,3157956,383.66
2023,10,poultry,layer,semi-intensive,1404,4,Kogi,existing,existing,1504,3,1978722,85584,4302,8.0,standard,LaSota + Gumboro (IBD),weekly,medium,medium,none,2482,99,0,2834630,2557526,-277104,-9.78
2023,7,poultry,layer,extensive,1806,7,Kogi,existing,existing,2161,4,2788198,46099,11758,5.5,standard,LaSota + Gumboro (IBD),weekly,high,medium,none,2193,93,0,4129399,5555211,1425812,34.53
2023,9,cattle,beef,extensive,75,20,Kogi,not-required,existing,89,0,4181284,139582,10468,4.2,standard,CBPP + FMD (Foot & Mouth),monthly,low,medium,occasional,2829,0,0,4396575,50815912,46419338,1055.81
2023,9,cattle,beef,intensive,75,15,Kogi,existing,existing,86,2,4879215,238659,11476,2.2,basic,CBPP vaccine only,weekly,low,medium,none,4071,0,0,5175451,74651962,69476512,1342.42
2023,7,poultry,broiler,deep litter,456,7,Kwara,existing,existing,528,4,559499,72136,14755,10.5,basic,LaSota (Newcastle),weekly,high,low,none,1882,107,0,945344,1689780,744436,78.75
2023,6,poultry,broiler,battery cage,1776,4,Kwara,need-to-build,wooden,2029,2,2713539,42173,15568,1.5,basic,LaSota (Newcastle),weekly,high,low,none,2315,72,0,5068714,8909490,3840777,75.77
2023,6,poultry,layer,deep litter,564,10,Kwara,need-to-build,wooden,728,4,516891,68753,8082,7.5,basic,LaSota (Newcastle),quarterly,medium,low,none,2254,55,0,1222812,1434675,211863,17.33
2023,4,poultry,layer,extensive,1261,5,Kwara,existing,existing,1618,2,1921727,32822,30658,1.8,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,1723,93,0,2888209,2879052,-9157,-0.32
2023,3,cattle,beef,extensive,6,9,Kwara,not-required,existing,7,2,590063,156485,19059,3.4,basic,CBPP vaccine only,monthly,low,high,occasional,3010,0,0,769044,4361490,3592446,467.13
2023,9,cattle,beef,extensive,10,18,Kwara,need-to-build,wooden,10,3,384942,180191,51245,2.8,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,high,occasional,3131,0,0,1021715,7608330,6586615,644.66
2023,9,poultry,broiler,semi-intensive,544,12,Lagos,need-to-build,steel-structure,585,3,805831,87506,13955,5.6,minimal,LaSota (Newcastle),weekly,high,high,none,2615,62,0,2469116,2954373,485257,19.65
2023,9,poultry,broiler,semi-intensive,220,2,Lagos,existing,existing,266,3,301649,64140,27098,3.7,standard,LaSota + Gumboro (IBD),monthly,high,medium,none,1694,96,0,528407,789560,261153,49.42
2023,9,poultry,layer,extensive,136,11,Lagos,existing,existing,159,4,201941,22154,7637,10.2,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,high,none,2976,60,0,326728,403022,76294,23.35
2023,12,poultry,layer,deep litter,761,12,Lagos,need-to-build,block-concrete,968,4,775233,47739,31858,10.5,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,high,none,2645,72,0,2474618,2942330,467712,18.9
2023,4,cattle,beef,extensive,57,6,Lagos,not-required,existing,61,3,3040023,231045,28119,5.2,basic,CBPP vaccine only,weekly,high,medium,none,4335,0,0,3350601,58561515,55210914,1647.79
2023,8,cattle,beef,extensive,25,12,Lagos,not-required,existing,28,4,2706612,215303,53351,4.1,minimal,CBPP vaccine only,monthly,medium,high,regular,2351,0,0,2995478,14091306,11095828,370.42
2023,2,poultry,broiler,battery cage,698,6,Nasarawa,existing,existing,846,0,756100,49399,9459,8.0,standard,LaSota + Gumboro (IBD),monthly,high,high,none,2108,61,0,1120542,2978081,1857539,165.77
2023,6,poultry,broiler,battery cage,711,2,Nasarawa,existing,existing,795,1,1057274,64631,20691,7.4,standard,LaSota + Gumboro (IBD),monthly,medium,low,none,2664,80,0,1399125,3858669,2459544,175.79
2023,12,poultry,layer,extensive,1795,6,Nasarawa,existing,existing,2272,2,2046376,81213,6982,6.9,minimal,LaSota (Newcastle),weekly,low,low,none,2960,98,0,2823277,4913166,2089890,74.02
2023,5,poultry,layer,deep litter,553,10,Nasarawa,existing,existing,687,2,565885,64245,10443,1.3,minimal,LaSota (Newcastle),monthly,low,medium,none,2840,73,0,799218,1992210,1192993,149.27
2023,3,cattle,beef,extensive,61,19,Nasarawa,not-required,existing,71,4,2492092,68663,33614,6.0,minimal,CBPP vaccine only,monthly,low,low,regular,2914,0,0,2638038,41772190,39134152,1483.46
2023,7,cattle,beef,extensive,51,13,Nasarawa,need-to-build,steel-structure,63,2,4618520,97541,49311,0.9,standard,CBPP + FMD (Foot & Mouth),quarterly,medium,medium,occasional,3664,0,0,8517564,46295556,37777992,443.53
2023,10,poultry,broiler,extensive,1146,7,Niger,existing,existing,1238,4,1268894,64775,33175,3.5,basic,LaSota (Newcastle),weekly,high,high,none,2759,59,0,2118162,6712531,4594370,216.9
